,ID,Age,Gender,Version,Task,Idx,Left,Right,Item,Acc,Time,Manipulation,Study,Target_or_foil,Item_type,Training_or_control,blindtested
2756,2192,3.61,2,2,N,4,11,24,11 vs 24,0,pretest,Story,2,foil,partial novel,Training,Y
2757,2192,3.61,2,2,N,5,670,67,670 vs 67,0,pretest,Story,2,foil,partial novel,Training,Y
2758,2192,3.61,2,2,N,6,402,42,402 vs 42,1,pretest,Story,2,NA,completely novel,Training,Y
2759,2192,3.61,2,2,N,7,64,604,64 vs 604,0,pretest,Story,2,NA,completely novel,Training,Y
2760,2192,3.61,2,2,N,8,201,21,201 vs 21,1,pretest,Story,2,NA,completely novel,Training,Y
2761,2192,3.61,2,2,N,9,105,125,105 vs 125,0,pretest,Story,2,target,partial novel,Training,Y
2762,2192,3.61,2,2,N,10,807,78,807 vs 78,1,pretest,Story,2,NA,completely novel,Training,Y
2763,2192,3.61,2,2,N,11,85,850,85 vs 850,1,pretest,Story,2,NA,completely novel,Training,Y
2764,2192,3.61,2,2,N,12,12,22,12 vs 22,0,pretest,Story,2,NA,completely novel,Training,Y
2765,2192,3.61,2,2,N,13,350,305,350 vs 305,1,pretest,Story,2,target,partial novel,Training,Y
2766,2192,3.61,2,2,N,14,8,2,8 vs 2,1,pretest,Story,2,target,partial novel,Training,Y
2767,2192,3.61,2,2,N,15,1000,100,1000 vs 100,0,pretest,Story,2,NA,completely novel,Training,Y
2768,2192,3.61,2,2,N,16,206,260,206 vs 260,0,pretest,Story,2,foil,partial novel,Training,Y
2769,1193,4.61,1,1,N,1,11,24,11 vs 24,1,pretest,C1,2,foil,partial novel,Control,Y
2770,1193,4.61,1,1,N,2,201,21,201 vs 21,0,pretest,C1,2,NA,completely novel,Control,Y
2771,1193,4.61,1,1,N,3,8,2,8 vs 2,1,pretest,C1,2,target,partial novel,Control,Y
2772,1193,4.61,1,1,N,4,12,22,12 vs 22,0,pretest,C1,2,NA,completely novel,Control,Y
2773,1193,4.61,1,1,N,5,105,125,105 vs 125,0,pretest,C1,2,target,partial novel,Control,Y
2774,1193,4.61,1,1,N,6,1000,100,1000 vs 100,0,pretest,C1,2,NA,completely novel,Control,Y
2775,1193,4.61,1,1,N,7,15,5,15 vs 5,1,pretest,C1,2,foil,partial novel,Control,Y
2776,1193,4.61,1,1,N,8,350,305,350 vs 305,0,pretest,C1,2,target,partial novel,Control,Y
2777,1193,4.61,1,1,N,9,64,604,64 vs 604,0,pretest,C1,2,NA,completely novel,Control,Y
2778,1193,4.61,1,1,N,10,206,260,206 vs 260,1,pretest,C1,2,foil,partial novel,Control,Y
2779,1193,4.61,1,1,N,11,402,42,402 vs 42,0,pretest,C1,2,NA,completely novel,Control,Y
2780,1193,4.61,1,1,N,12,36,306,36 vs 306,0,pretest,C1,2,NA,completely novel,Control,Y
2781,1193,4.61,1,1,N,13,670,67,670 vs 67,0,pretest,C1,2,foil,partial novel,Control,Y
2782,1193,4.61,1,1,N,14,85,850,85 vs 850,0,pretest,C1,2,NA,completely novel,Control,Y
2783,1193,4.61,1,1,N,15,807,78,807 vs 78,0,pretest,C1,2,NA,completely novel,Control,Y
2784,1193,4.61,1,1,N,16,1002,1020,1002 vs 1020,1,pretest,C1,2,target,partial novel,Control,Y
2785,1183,3.55,1,1,N,1,11,24,11 vs 24,0,pretest,C2,2,foil,partial novel,Control,Y
2786,1183,3.55,1,1,N,2,201,21,201 vs 21,1,pretest,C2,2,NA,completely novel,Control,Y
2787,1183,3.55,1,1,N,3,8,2,8 vs 2,1,pretest,C2,2,target,partial novel,Control,Y
2788,1183,3.55,1,1,N,4,12,22,12 vs 22,1,pretest,C2,2,NA,completely novel,Control,Y
2789,1183,3.55,1,1,N,5,105,125,105 vs 125,0,pretest,C2,2,target,partial novel,Control,Y
2790,1183,3.55,1,1,N,6,1000,100,1000 vs 100,0,pretest,C2,2,NA,completely novel,Control,Y
2791,1183,3.55,1,1,N,7,15,5,15 vs 5,1,pretest,C2,2,foil,partial novel,Control,Y
2792,1183,3.55,1,1,N,8,350,305,350 vs 305,0,pretest,C2,2,target,partial novel,Control,Y
2793,1183,3.55,1,1,N,9,64,604,64 vs 604,0,pretest,C2,2,NA,completely novel,Control,Y
2794,1183,3.55,1,1,N,10,206,260,206 vs 260,0,pretest,C2,2,foil,partial novel,Control,Y
2795,1183,3.55,1,1,N,11,402,42,402 vs 42,1,pretest,C2,2,NA,completely novel,Control,Y
2796,1183,3.55,1,1,N,12,36,306,36 vs 306,1,pretest,C2,2,NA,completely novel,Control,Y
2797,1183,3.55,1,1,N,13,670,67,670 vs 67,1,pretest,C2,2,foil,partial novel,Control,Y
2798,1183,3.55,1,1,N,14,85,850,85 vs 850,0,pretest,C2,2,NA,completely novel,Control,Y
2799,1183,3.55,1,1,N,15,807,78,807 vs 78,0,pretest,C2,2,NA,completely novel,Control,Y
2800,1183,3.55,1,1,N,16,1002,1020,1002 vs 1020,0,pretest,C2,2,target,partial novel,Control,Y
2801,1184,4.41,1,2,N,1,36,306,36 vs 306,0,pretest,Story,2,NA,completely novel,Training,Y
2802,1184,4.41,1,2,N,2,15,5,15 vs 5,1,pretest,Story,2,foil,partial novel,Training,Y
2803,1184,4.41,1,2,N,3,1002,1020,1002 vs 1020,0,pretest,Story,2,target,partial novel,Training,Y
2804,1184,4.41,1,2,N,4,11,24,11 vs 24,1,pretest,Story,2,foil,partial novel,Training,Y
2805,1184,4.41,1,2,N,5,670,67,670 vs 67,1,pretest,Story,2,foil,partial novel,Training,Y
2806,1184,4.41,1,2,N,6,402,42,402 vs 42,0,pretest,Story,2,NA,completely novel,Training,Y
2807,1184,4.41,1,2,N,7,64,604,64 vs 604,1,pretest,Story,2,NA,completely novel,Training,Y
2808,1184,4.41,1,2,N,8,201,21,201 vs 21,1,pretest,Story,2,NA,completely novel,Training,Y
2809,1184,4.41,1,2,N,9,105,125,105 vs 125,1,pretest,Story,2,target,partial novel,Training,Y
2810,1184,4.41,1,2,N,10,807,78,807 vs 78,1,pretest,Story,2,NA,completely novel,Training,Y
2811,1184,4.41,1,2,N,11,85,850,85 vs 850,0,pretest,Story,2,NA,completely novel,Training,Y
2812,1184,4.41,1,2,N,12,12,22,12 vs 22,1,pretest,Story,2,NA,completely novel,Training,Y
2813,1184,4.41,1,2,N,13,350,305,350 vs 305,1,pretest,Story,2,target,partial novel,Training,Y
2814,1184,4.41,1,2,N,14,8,2,8 vs 2,1,pretest,Story,2,target,partial novel,Training,Y
2815,1184,4.41,1,2,N,15,1000,100,1000 vs 100,1,pretest,Story,2,NA,completely novel,Training,Y
2816,1184,4.41,1,2,N,16,206,260,206 vs 260,0,pretest,Story,2,foil,partial novel,Training,Y
2817,2185,3.73,2,2,N,1,36,306,36 vs 306,0,pretest,Story,2,NA,completely novel,Training,Y
2818,2185,3.73,2,2,N,2,15,5,15 vs 5,1,pretest,Story,2,foil,partial novel,Training,Y
2819,2185,3.73,2,2,N,3,1002,1020,1002 vs 1020,0,pretest,Story,2,target,partial novel,Training,Y
2820,2185,3.73,2,2,N,4,11,24,11 vs 24,0,pretest,Story,2,foil,partial novel,Training,Y
2821,2185,3.73,2,2,N,5,670,67,670 vs 67,1,pretest,Story,2,foil,partial novel,Training,Y
2822,2185,3.73,2,2,N,6,402,42,402 vs 42,1,pretest,Story,2,NA,completely novel,Training,Y
2823,2185,3.73,2,2,N,7,64,604,64 vs 604,0,pretest,Story,2,NA,completely novel,Training,Y
2824,2185,3.73,2,2,N,8,201,21,201 vs 21,1,pretest,Story,2,NA,completely novel,Training,Y
2825,2185,3.73,2,2,N,9,105,125,105 vs 125,1,pretest,Story,2,target,partial novel,Training,Y
2826,2185,3.73,2,2,N,10,807,78,807 vs 78,1,pretest,Story,2,NA,completely novel,Training,Y
2827,2185,3.73,2,2,N,11,85,850,85 vs 850,0,pretest,Story,2,NA,completely novel,Training,Y
2828,2185,3.73,2,2,N,12,12,22,12 vs 22,0,pretest,Story,2,NA,completely novel,Training,Y
2829,2185,3.73,2,2,N,13,350,305,350 vs 305,1,pretest,Story,2,target,partial novel,Training,Y
2830,2185,3.73,2,2,N,14,8,2,8 vs 2,0,pretest,Story,2,target,partial novel,Training,Y
2831,2185,3.73,2,2,N,15,1000,100,1000 vs 100,1,pretest,Story,2,NA,completely novel,Training,Y
2832,2185,3.73,2,2,N,16,206,260,206 vs 260,0,pretest,Story,2,foil,partial novel,Training,Y
2833,1186,3.97,1,1,N,1,11,24,11 vs 24,1,pretest,Story,2,foil,partial novel,Training,Y
2834,1186,3.97,1,1,N,2,201,21,201 vs 21,0,pretest,Story,2,NA,completely novel,Training,Y
2835,1186,3.97,1,1,N,3,8,2,8 vs 2,1,pretest,Story,2,target,partial novel,Training,Y
2836,1186,3.97,1,1,N,4,12,22,12 vs 22,1,pretest,Story,2,NA,completely novel,Training,Y
2837,1186,3.97,1,1,N,5,105,125,105 vs 125,1,pretest,Story,2,target,partial novel,Training,Y
2838,1186,3.97,1,1,N,6,1000,100,1000 vs 100,0,pretest,Story,2,NA,completely novel,Training,Y
2839,1186,3.97,1,1,N,7,15,5,15 vs 5,1,pretest,Story,2,foil,partial novel,Training,Y
2840,1186,3.97,1,1,N,8,350,305,350 vs 305,0,pretest,Story,2,target,partial novel,Training,Y
2841,1186,3.97,1,1,N,9,64,604,64 vs 604,1,pretest,Story,2,NA,completely novel,Training,Y
2842,1186,3.97,1,1,N,10,206,260,206 vs 260,1,pretest,Story,2,foil,partial novel,Training,Y
2843,1186,3.97,1,1,N,11,402,42,402 vs 42,1,pretest,Story,2,NA,completely novel,Training,Y
2844,1186,3.97,1,1,N,12,36,306,36 vs 306,0,pretest,Story,2,NA,completely novel,Training,Y
2845,1186,3.97,1,1,N,13,670,67,670 vs 67,0,pretest,Story,2,foil,partial novel,Training,Y
2846,1186,3.97,1,1,N,14,85,850,85 vs 850,1,pretest,Story,2,NA,completely novel,Training,Y
2847,1186,3.97,1,1,N,15,807,78,807 vs 78,1,pretest,Story,2,NA,completely novel,Training,Y
2848,1186,3.97,1,1,N,16,1002,1020,1002 vs 1020,1,pretest,Story,2,target,partial novel,Training,Y
2849,2188,3.23,2,2,N,1,36,306,36 vs 306,1,pretest,Story,2,NA,completely novel,Training,Y
2850,2188,3.23,2,2,N,2,15,5,15 vs 5,1,pretest,Story,2,foil,partial novel,Training,Y
2851,2188,3.23,2,2,N,3,1002,1020,1002 vs 1020,0,pretest,Story,2,target,partial novel,Training,Y
2852,2188,3.23,2,2,N,4,11,24,11 vs 24,0,pretest,Story,2,foil,partial novel,Training,Y
2853,2188,3.23,2,2,N,5,670,67,670 vs 67,0,pretest,Story,2,foil,partial novel,Training,Y
2854,2188,3.23,2,2,N,6,402,42,402 vs 42,0,pretest,Story,2,NA,completely novel,Training,Y
2855,2188,3.23,2,2,N,7,64,604,64 vs 604,0,pretest,Story,2,NA,completely novel,Training,Y
2856,2188,3.23,2,2,N,8,201,21,201 vs 21,0,pretest,Story,2,NA,completely novel,Training,Y
2857,2188,3.23,2,2,N,9,105,125,105 vs 125,1,pretest,Story,2,target,partial novel,Training,Y
2858,2188,3.23,2,2,N,10,807,78,807 vs 78,0,pretest,Story,2,NA,completely novel,Training,Y
2859,2188,3.23,2,2,N,11,85,850,85 vs 850,0,pretest,Story,2,NA,completely novel,Training,Y
2860,2188,3.23,2,2,N,12,12,22,12 vs 22,1,pretest,Story,2,NA,completely novel,Training,Y
2861,2188,3.23,2,2,N,13,350,305,350 vs 305,0,pretest,Story,2,target,partial novel,Training,Y
2862,2188,3.23,2,2,N,14,8,2,8 vs 2,0,pretest,Story,2,target,partial novel,Training,Y
2863,2188,3.23,2,2,N,15,1000,100,1000 vs 100,0,pretest,Story,2,NA,completely novel,Training,Y
2864,2188,3.23,2,2,N,16,206,260,206 vs 260,1,pretest,Story,2,foil,partial novel,Training,Y
2865,2179,4.46,2,2,N,1,36,306,36 vs 306,1,posttest,Story,2,NA,completely novel,Training,Y
2866,2179,4.46,2,2,N,2,15,5,15 vs 5,1,posttest,Story,2,foil,partial novel,Training,Y
2867,2179,4.46,2,2,N,3,1002,1020,1002 vs 1020,1,posttest,Story,2,target,partial novel,Training,Y
2868,2179,4.46,2,2,N,4,11,24,11 vs 24,1,posttest,Story,2,foil,partial novel,Training,Y
2869,2179,4.46,2,2,N,5,670,67,670 vs 67,1,posttest,Story,2,foil,partial novel,Training,Y
2870,2179,4.46,2,2,N,6,402,42,402 vs 42,1,posttest,Story,2,NA,completely novel,Training,Y
2871,2179,4.46,2,2,N,7,64,604,64 vs 604,1,posttest,Story,2,NA,completely novel,Training,Y
2872,2179,4.46,2,2,N,8,201,21,201 vs 21,1,posttest,Story,2,NA,completely novel,Training,Y
2873,2179,4.46,2,2,N,9,105,125,105 vs 125,1,posttest,Story,2,target,partial novel,Training,Y
2874,2179,4.46,2,2,N,10,807,78,807 vs 78,1,posttest,Story,2,NA,completely novel,Training,Y
2875,2179,4.46,2,2,N,11,85,850,85 vs 850,1,posttest,Story,2,NA,completely novel,Training,Y
2876,2179,4.46,2,2,N,12,12,22,12 vs 22,1,posttest,Story,2,NA,completely novel,Training,Y
2877,2179,4.46,2,2,N,13,350,305,350 vs 305,0,posttest,Story,2,target,partial novel,Training,Y
2878,2179,4.46,2,2,N,14,8,2,8 vs 2,1,posttest,Story,2,target,partial novel,Training,Y
2879,2179,4.46,2,2,N,15,1000,100,1000 vs 100,1,posttest,Story,2,NA,completely novel,Training,Y
2880,2179,4.46,2,2,N,16,206,260,206 vs 260,1,posttest,Story,2,foil,partial novel,Training,Y
2881,1180,3.52,1,2,N,1,36,306,36 vs 306,1,posttest,Story,2,NA,completely novel,Training,Y
2882,1180,3.52,1,2,N,2,15,5,15 vs 5,1,posttest,Story,2,foil,partial novel,Training,Y
2883,1180,3.52,1,2,N,3,1002,1020,1002 vs 1020,1,posttest,Story,2,target,partial novel,Training,Y
2884,1180,3.52,1,2,N,4,11,24,11 vs 24,1,posttest,Story,2,foil,partial novel,Training,Y
2885,1180,3.52,1,2,N,5,670,67,670 vs 67,1,posttest,Story,2,foil,partial novel,Training,Y
2886,1180,3.52,1,2,N,6,402,42,402 vs 42,1,posttest,Story,2,NA,completely novel,Training,Y
2887,1180,3.52,1,2,N,7,64,604,64 vs 604,1,posttest,Story,2,NA,completely novel,Training,Y
2888,1180,3.52,1,2,N,8,201,21,201 vs 21,1,posttest,Story,2,NA,completely novel,Training,Y
2889,1180,3.52,1,2,N,9,105,125,105 vs 125,1,posttest,Story,2,target,partial novel,Training,Y
2890,1180,3.52,1,2,N,10,807,78,807 vs 78,1,posttest,Story,2,NA,completely novel,Training,Y
2891,1180,3.52,1,2,N,11,85,850,85 vs 850,1,posttest,Story,2,NA,completely novel,Training,Y
2892,1180,3.52,1,2,N,12,12,22,12 vs 22,0,posttest,Story,2,NA,completely novel,Training,Y
2893,1180,3.52,1,2,N,13,350,305,350 vs 305,0,posttest,Story,2,target,partial novel,Training,Y
2894,1180,3.52,1,2,N,14,8,2,8 vs 2,1,posttest,Story,2,target,partial novel,Training,Y
2895,1180,3.52,1,2,N,15,1000,100,1000 vs 100,1,posttest,Story,2,NA,completely novel,Training,Y
2896,1180,3.52,1,2,N,16,206,260,206 vs 260,0,posttest,Story,2,foil,partial novel,Training,Y
2897,1182,4.48,1,1,N,1,11,24,11 vs 24,0,posttest,Story,2,foil,partial novel,Training,Y
2898,1182,4.48,1,1,N,2,201,21,201 vs 21,1,posttest,Story,2,NA,completely novel,Training,Y
2899,1182,4.48,1,1,N,3,8,2,8 vs 2,0,posttest,Story,2,target,partial novel,Training,Y
2900,1182,4.48,1,1,N,4,12,22,12 vs 22,0,posttest,Story,2,NA,completely novel,Training,Y
2901,1182,4.48,1,1,N,5,105,125,105 vs 125,0,posttest,Story,2,target,partial novel,Training,Y
2902,1182,4.48,1,1,N,6,1000,100,1000 vs 100,1,posttest,Story,2,NA,completely novel,Training,Y
2903,1182,4.48,1,1,N,7,15,5,15 vs 5,1,posttest,Story,2,foil,partial novel,Training,Y
2904,1182,4.48,1,1,N,8,350,305,350 vs 305,0,posttest,Story,2,target,partial novel,Training,Y
2905,1182,4.48,1,1,N,9,64,604,64 vs 604,0,posttest,Story,2,NA,completely novel,Training,Y
2906,1182,4.48,1,1,N,10,206,260,206 vs 260,1,posttest,Story,2,foil,partial novel,Training,Y
2907,1182,4.48,1,1,N,11,402,42,402 vs 42,1,posttest,Story,2,NA,completely novel,Training,Y
2908,1182,4.48,1,1,N,12,36,306,36 vs 306,1,posttest,Story,2,NA,completely novel,Training,Y
2909,1182,4.48,1,1,N,13,670,67,670 vs 67,1,posttest,Story,2,foil,partial novel,Training,Y
2910,1182,4.48,1,1,N,14,85,850,85 vs 850,0,posttest,Story,2,NA,completely novel,Training,Y
2911,1182,4.48,1,1,N,15,807,78,807 vs 78,0,posttest,Story,2,NA,completely novel,Training,Y
2912,1182,4.48,1,1,N,16,1002,1020,1002 vs 1020,0,posttest,Story,2,target,partial novel,Training,Y
2913,1183,3.55,1,2,N,1,36,306,36 vs 306,0,posttest,C2,2,NA,completely novel,Control,Y
2914,1183,3.55,1,2,N,2,15,5,15 vs 5,0,posttest,C2,2,foil,partial novel,Control,Y
2915,1183,3.55,1,2,N,3,1002,1020,1002 vs 1020,0,posttest,C2,2,target,partial novel,Control,Y
2916,1183,3.55,1,2,N,4,11,24,11 vs 24,0,posttest,C2,2,foil,partial novel,Control,Y
2917,1183,3.55,1,2,N,5,670,67,670 vs 67,1,posttest,C2,2,foil,partial novel,Control,Y
2918,1183,3.55,1,2,N,6,402,42,402 vs 42,1,posttest,C2,2,NA,completely novel,Control,Y
2919,1183,3.55,1,2,N,7,64,604,64 vs 604,0,posttest,C2,2,NA,completely novel,Control,Y
2920,1183,3.55,1,2,N,8,201,21,201 vs 21,1,posttest,C2,2,NA,completely novel,Control,Y
2921,1183,3.55,1,2,N,9,105,125,105 vs 125,0,posttest,C2,2,target,partial novel,Control,Y
2922,1183,3.55,1,2,N,10,807,78,807 vs 78,1,posttest,C2,2,NA,completely novel,Control,Y
2923,1183,3.55,1,2,N,11,85,850,85 vs 850,0,posttest,C2,2,NA,completely novel,Control,Y
2924,1183,3.55,1,2,N,12,12,22,12 vs 22,0,posttest,C2,2,NA,completely novel,Control,Y
2925,1183,3.55,1,2,N,13,350,305,350 vs 305,1,posttest,C2,2,target,partial novel,Control,Y
2926,1183,3.55,1,2,N,14,8,2,8 vs 2,1,posttest,C2,2,target,partial novel,Control,Y
2927,1183,3.55,1,2,N,15,1000,100,1000 vs 100,0,posttest,C2,2,NA,completely novel,Control,Y
2928,1183,3.55,1,2,N,16,206,260,206 vs 260,1,posttest,C2,2,foil,partial novel,Control,Y
2929,1184,4.41,1,1,N,1,11,24,11 vs 24,0,posttest,Story,2,foil,partial novel,Training,Y
2930,1184,4.41,1,1,N,2,201,21,201 vs 21,1,posttest,Story,2,NA,completely novel,Training,Y
2931,1184,4.41,1,1,N,3,8,2,8 vs 2,1,posttest,Story,2,target,partial novel,Training,Y
2932,1184,4.41,1,1,N,4,12,22,12 vs 22,1,posttest,Story,2,NA,completely novel,Training,Y
2933,1184,4.41,1,1,N,5,105,125,105 vs 125,0,posttest,Story,2,target,partial novel,Training,Y
2934,1184,4.41,1,1,N,6,1000,100,1000 vs 100,0,posttest,Story,2,NA,completely novel,Training,Y
2935,1184,4.41,1,1,N,7,15,5,15 vs 5,1,posttest,Story,2,foil,partial novel,Training,Y
2936,1184,4.41,1,1,N,8,350,305,350 vs 305,1,posttest,Story,2,target,partial novel,Training,Y
2937,1184,4.41,1,1,N,9,64,604,64 vs 604,0,posttest,Story,2,NA,completely novel,Training,Y
2938,1184,4.41,1,1,N,10,206,260,206 vs 260,0,posttest,Story,2,foil,partial novel,Training,Y
2939,1184,4.41,1,1,N,11,402,42,402 vs 42,1,posttest,Story,2,NA,completely novel,Training,Y
2940,1184,4.41,1,1,N,12,36,306,36 vs 306,0,posttest,Story,2,NA,completely novel,Training,Y
2941,1184,4.41,1,1,N,13,670,67,670 vs 67,1,posttest,Story,2,foil,partial novel,Training,Y
2942,1184,4.41,1,1,N,14,85,850,85 vs 850,0,posttest,Story,2,NA,completely novel,Training,Y
2943,1184,4.41,1,1,N,15,807,78,807 vs 78,0,posttest,Story,2,NA,completely novel,Training,Y
2944,1184,4.41,1,1,N,16,1002,1020,1002 vs 1020,1,posttest,Story,2,target,partial novel,Training,Y
2945,2185,3.73,2,1,N,1,11,24,11 vs 24,0,posttest,Story,2,foil,partial novel,Training,Y
2946,2185,3.73,2,1,N,2,201,21,201 vs 21,0,posttest,Story,2,NA,completely novel,Training,Y
2947,2185,3.73,2,1,N,3,8,2,8 vs 2,1,posttest,Story,2,target,partial novel,Training,Y
2948,2185,3.73,2,1,N,4,12,22,12 vs 22,1,posttest,Story,2,NA,completely novel,Training,Y
2949,2185,3.73,2,1,N,5,105,125,105 vs 125,1,posttest,Story,2,target,partial novel,Training,Y
2950,2185,3.73,2,1,N,6,1000,100,1000 vs 100,0,posttest,Story,2,NA,completely novel,Training,Y
2951,2185,3.73,2,1,N,7,15,5,15 vs 5,1,posttest,Story,2,foil,partial novel,Training,Y
2952,2185,3.73,2,1,N,8,350,305,350 vs 305,0,posttest,Story,2,target,partial novel,Training,Y
2953,2185,3.73,2,1,N,9,64,604,64 vs 604,0,posttest,Story,2,NA,completely novel,Training,Y
2954,2185,3.73,2,1,N,10,206,260,206 vs 260,1,posttest,Story,2,foil,partial novel,Training,Y
2955,2185,3.73,2,1,N,11,402,42,402 vs 42,0,posttest,Story,2,NA,completely novel,Training,Y
2956,2185,3.73,2,1,N,12,36,306,36 vs 306,1,posttest,Story,2,NA,completely novel,Training,Y
2957,2185,3.73,2,1,N,13,670,67,670 vs 67,0,posttest,Story,2,foil,partial novel,Training,Y
2958,2185,3.73,2,1,N,14,85,850,85 vs 850,1,posttest,Story,2,NA,completely novel,Training,Y
2959,2185,3.73,2,1,N,15,807,78,807 vs 78,1,posttest,Story,2,NA,completely novel,Training,Y
2960,2185,3.73,2,1,N,16,1002,1020,1002 vs 1020,1,posttest,Story,2,target,partial novel,Training,Y
2961,1186,3.97,1,2,N,1,36,306,36 vs 306,1,posttest,Story,2,NA,completely novel,Training,Y
2962,1186,3.97,1,2,N,2,15,5,15 vs 5,1,posttest,Story,2,foil,partial novel,Training,Y
2963,1186,3.97,1,2,N,3,1002,1020,1002 vs 1020,1,posttest,Story,2,target,partial novel,Training,Y
2964,1186,3.97,1,2,N,4,11,24,11 vs 24,1,posttest,Story,2,foil,partial novel,Training,Y
2965,1186,3.97,1,2,N,5,670,67,670 vs 67,0,posttest,Story,2,foil,partial novel,Training,Y
2966,1186,3.97,1,2,N,6,402,42,402 vs 42,1,posttest,Story,2,NA,completely novel,Training,Y
2967,1186,3.97,1,2,N,7,64,604,64 vs 604,1,posttest,Story,2,NA,completely novel,Training,Y
2968,1186,3.97,1,2,N,8,201,21,201 vs 21,1,posttest,Story,2,NA,completely novel,Training,Y
2969,1186,3.97,1,2,N,9,105,125,105 vs 125,1,posttest,Story,2,target,partial novel,Training,Y
2970,1186,3.97,1,2,N,10,807,78,807 vs 78,0,posttest,Story,2,NA,completely novel,Training,Y
2971,1186,3.97,1,2,N,11,85,850,85 vs 850,1,posttest,Story,2,NA,completely novel,Training,Y
2972,1186,3.97,1,2,N,12,12,22,12 vs 22,1,posttest,Story,2,NA,completely novel,Training,Y
2973,1186,3.97,1,2,N,13,350,305,350 vs 305,1,posttest,Story,2,target,partial novel,Training,Y
2974,1186,3.97,1,2,N,14,8,2,8 vs 2,1,posttest,Story,2,target,partial novel,Training,Y
2975,1186,3.97,1,2,N,15,1000,100,1000 vs 100,0,posttest,Story,2,NA,completely novel,Training,Y
2976,1186,3.97,1,2,N,16,206,260,206 vs 260,0,posttest,Story,2,foil,partial novel,Training,Y
2977,2188,3.23,2,1,N,1,11,24,11 vs 24,0,posttest,Story,2,foil,partial novel,Training,Y
2978,2188,3.23,2,1,N,2,201,21,201 vs 21,0,posttest,Story,2,NA,completely novel,Training,Y
2979,2188,3.23,2,1,N,3,8,2,8 vs 2,0,posttest,Story,2,target,partial novel,Training,Y
2980,2188,3.23,2,1,N,4,12,22,12 vs 22,1,posttest,Story,2,NA,completely novel,Training,Y
2981,2188,3.23,2,1,N,5,105,125,105 vs 125,1,posttest,Story,2,target,partial novel,Training,Y
2982,2188,3.23,2,1,N,6,1000,100,1000 vs 100,0,posttest,Story,2,NA,completely novel,Training,Y
2983,2188,3.23,2,1,N,7,15,5,15 vs 5,1,posttest,Story,2,foil,partial novel,Training,Y
2984,2188,3.23,2,1,N,8,350,305,350 vs 305,0,posttest,Story,2,target,partial novel,Training,Y
2985,2188,3.23,2,1,N,9,64,604,64 vs 604,1,posttest,Story,2,NA,completely novel,Training,Y
2986,2188,3.23,2,1,N,10,206,260,206 vs 260,0,posttest,Story,2,foil,partial novel,Training,Y
2987,2188,3.23,2,1,N,11,402,42,402 vs 42,0,posttest,Story,2,NA,completely novel,Training,Y
2988,2188,3.23,2,1,N,12,36,306,36 vs 306,0,posttest,Story,2,NA,completely novel,Training,Y
2989,2188,3.23,2,1,N,13,670,67,670 vs 67,1,posttest,Story,2,foil,partial novel,Training,Y
2990,2188,3.23,2,1,N,14,85,850,85 vs 850,1,posttest,Story,2,NA,completely novel,Training,Y
2991,2188,3.23,2,1,N,15,807,78,807 vs 78,1,posttest,Story,2,NA,completely novel,Training,Y
2992,2188,3.23,2,1,N,16,1002,1020,1002 vs 1020,1,posttest,Story,2,target,partial novel,Training,Y
2993,1189,4.96,1,1,N,1,11,24,11 vs 24,0,posttest,C2,2,foil,partial novel,Control,Y
2994,1189,4.96,1,1,N,2,201,21,201 vs 21,0,posttest,C2,2,NA,completely novel,Control,Y
2995,1189,4.96,1,1,N,3,8,2,8 vs 2,1,posttest,C2,2,target,partial novel,Control,Y
2996,1189,4.96,1,1,N,4,12,22,12 vs 22,1,posttest,C2,2,NA,completely novel,Control,Y
2997,1189,4.96,1,1,N,5,105,125,105 vs 125,1,posttest,C2,2,target,partial novel,Control,Y
2998,1189,4.96,1,1,N,6,1000,100,1000 vs 100,0,posttest,C2,2,NA,completely novel,Control,Y
2999,1189,4.96,1,1,N,7,15,5,15 vs 5,1,posttest,C2,2,foil,partial novel,Control,Y
3000,1189,4.96,1,1,N,8,350,305,350 vs 305,1,posttest,C2,2,target,partial novel,Control,Y
3001,1189,4.96,1,1,N,9,64,604,64 vs 604,1,posttest,C2,2,NA,completely novel,Control,Y
3002,1189,4.96,1,1,N,10,206,260,206 vs 260,1,posttest,C2,2,foil,partial novel,Control,Y
3003,1189,4.96,1,1,N,11,402,42,402 vs 42,1,posttest,C2,2,NA,completely novel,Control,Y
3004,1189,4.96,1,1,N,12,36,306,36 vs 306,1,posttest,C2,2,NA,completely novel,Control,Y
3005,1189,4.96,1,1,N,13,670,67,670 vs 67,1,posttest,C2,2,foil,partial novel,Control,Y
3006,1189,4.96,1,1,N,14,85,850,85 vs 850,1,posttest,C2,2,NA,completely novel,Control,Y
3007,1189,4.96,1,1,N,15,807,78,807 vs 78,1,posttest,C2,2,NA,completely novel,Control,Y
3008,1189,4.96,1,1,N,16,1002,1020,1002 vs 1020,0,posttest,C2,2,target,partial novel,Control,Y
3009,1190,4.13,1,2,N,1,36,306,36 vs 306,0,posttest,Story,2,NA,completely novel,Training,Y
3010,1190,4.13,1,2,N,2,15,5,15 vs 5,1,posttest,Story,2,foil,partial novel,Training,Y
3011,1190,4.13,1,2,N,3,1002,1020,1002 vs 1020,0,posttest,Story,2,target,partial novel,Training,Y
3012,1190,4.13,1,2,N,4,11,24,11 vs 24,0,posttest,Story,2,foil,partial novel,Training,Y
